habit_id,student_id,study_hours_weekly,study_location,preferred_study_time,study_method,procrastination_level,organization_level,uses_study_aids,academic_term,academic_year,country
NGA_HAB_00019496,NGA_STU_00020501,10.7,Home,Morning,Practice Problems,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00044931,NGA_STU_00049909,5.6,Library,Night,Video Tutorials,3.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00087779,NGA_STU_00047864,5.3,Home,Morning,Note-taking,2.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00015807,NGA_STU_00082805,5.4,Library,Evening,Practice Problems,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00040569,NGA_STU_00000746,7.7,Online,Evening,Group Study,4.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00002125,NGA_STU_00092324,7.5,Home,Morning,Group Study,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00055370,NGA_STU_00063772,14.2,Library,Morning,Group Study,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00092930,NGA_STU_00043805,3.8,Online,Evening,Video Tutorials,4.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00009977,NGA_STU_00081258,7.1,Home,Afternoon,Practice Problems,5.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00095098,NGA_STU_00045055,7.8,Home,Morning,Video Tutorials,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00032884,NGA_STU_00042882,7.7,Classroom,Variable,Group Study,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00065903,NGA_STU_00065126,5.0,Home,Afternoon,Reading,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00007646,NGA_STU_00085042,5.6,Library,Afternoon,Reading,4.0,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00030784,NGA_STU_00087157,2.0,Home,Evening,Practice Problems,4.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00039436,NGA_STU_00040830,2.5,Home,Evening,Reading,1.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00072296,NGA_STU_00086233,5.8,Library,Morning,Note-taking,1.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00001022,NGA_STU_00004324,9.6,Study Group,Night,Reading,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00043206,NGA_STU_00011360,4.3,Home,Evening,Reading,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00057182,NGA_STU_00088107,6.2,Classroom,Night,Practice Problems,2.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00035245,NGA_STU_00059756,19.0,Library,Evening,Group Study,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00056098,NGA_STU_00013835,0.4,Home,Afternoon,Note-taking,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00022078,NGA_STU_00090288,11.4,Library,Night,Group Study,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00028809,NGA_STU_00085898,2.6,Home,Morning,Video Tutorials,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00091942,NGA_STU_00039498,5.1,Classroom,Evening,Reading,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00024187,NGA_STU_00064997,8.5,Home,Evening,Video Tutorials,1.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00067689,NGA_STU_00057960,13.2,Library,Evening,Flashcards,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00016930,NGA_STU_00019708,5.5,Home,Afternoon,Reading,2.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00097580,NGA_STU_00057074,2.5,Cafe,Night,Group Study,3.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00078140,NGA_STU_00020784,2.3,Library,Evening,Note-taking,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00060989,NGA_STU_00044072,6.6,Home,Night,Reading,1.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00052920,NGA_STU_00000946,10.5,Library,Afternoon,Note-taking,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00062264,NGA_STU_00045170,,Study Group,Night,Reading,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00029177,NGA_STU_00066764,6.6,Classroom,Afternoon,Reading,5.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00025868,NGA_STU_00094319,11.8,Library,Night,Flashcards,1.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00000923,NGA_STU_00018777,15.5,Classroom,Evening,Reading,2.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00023120,NGA_STU_00004487,11.6,Cafe,Evening,Flashcards,4.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00067431,NGA_STU_00036983,6.1,Library,Evening,Practice Problems,4.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00053717,NGA_STU_00092782,5.9,Home,Evening,Reading,,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00057123,NGA_STU_00097139,3.5,Classroom,Variable,Reading,3.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00003319,NGA_STU_00082379,10.0,Home,Variable,Reading,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00013619,NGA_STU_00008711,15.8,Home,Evening,Practice Problems,1.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00079228,NGA_STU_00055347,7.2,Home,Afternoon,Note-taking,1.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00070108,NGA_STU_00052592,3.6,Home,Afternoon,Practice Problems,2.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00095347,NGA_STU_00062302,4.6,Study Group,Afternoon,Note-taking,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00057578,NGA_STU_00099256,2.6,Home,Afternoon,Practice Problems,2.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00012682,NGA_STU_00014179,8.6,Library,Morning,Group Study,3.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00080794,NGA_STU_00037463,4.2,Library,Evening,Flashcards,4.0,1.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00071949,NGA_STU_00034670,3.8,Online,Night,Group Study,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00046663,NGA_STU_00015685,4.5,Library,Morning,Practice Problems,4.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00095063,NGA_STU_00017831,3.1,Study Group,Morning,Note-taking,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00086697,NGA_STU_00061765,6.0,Classroom,Afternoon,Practice Problems,3.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00078049,NGA_STU_00017758,10.7,Home,Evening,Note-taking,3.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00049791,NGA_STU_00029445,3.8,Library,Evening,Note-taking,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00099279,NGA_STU_00086671,6.4,Library,Evening,Note-taking,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00001043,NGA_STU_00042101,14.5,Home,Variable,Note-taking,4.0,1.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00065916,NGA_STU_00092331,9.9,Home,Night,Practice Problems,4.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00009209,NGA_STU_00057894,10.6,Classroom,Evening,Flashcards,3.0,1.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00024903,NGA_STU_00074635,4.6,Home,Afternoon,Reading,2.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00042123,NGA_STU_00003449,7.6,Home,Evening,Group Study,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00012481,NGA_STU_00015052,6.4,Home,Afternoon,Group Study,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00034402,NGA_STU_00008513,4.1,Online,Night,Practice Problems,3.0,,False,Term 2,2023/2024,Nigeria
NGA_HAB_00027717,NGA_STU_00057300,4.7,Library,Evening,Note-taking,2.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00026632,NGA_STU_00029948,11.1,Library,Night,Reading,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00084682,NGA_STU_00021065,4.7,Library,Evening,Note-taking,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00027176,NGA_STU_00077988,6.0,Home,Variable,Group Study,2.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00005047,NGA_STU_00045276,12.6,Home,Morning,Group Study,,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00083843,NGA_STU_00049916,5.6,Study Group,Morning,Reading,5.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00011199,NGA_STU_00045167,7.4,Home,Morning,Group Study,3.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00034652,NGA_STU_00083290,12.6,Home,Evening,Group Study,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00018607,NGA_STU_00052342,,Study Group,Afternoon,Reading,4.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00055117,NGA_STU_00045742,10.0,Library,Evening,Reading,1.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00009558,NGA_STU_00077806,2.2,Home,Afternoon,Reading,3.0,3.0,True,,2023/2024,Nigeria
NGA_HAB_00051201,NGA_STU_00027763,9.2,Library,Night,Group Study,5.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00083469,NGA_STU_00061583,12.1,Study Group,Night,Group Study,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00052117,NGA_STU_00089003,7.6,Library,,Practice Problems,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00007031,NGA_STU_00068469,5.4,Home,Evening,Video Tutorials,4.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00026894,NGA_STU_00075877,13.5,Home,Variable,Note-taking,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00026940,NGA_STU_00057142,5.5,Classroom,Variable,Reading,4.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00064420,NGA_STU_00012967,3.9,Home,Variable,Note-taking,2.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00076995,NGA_STU_00082040,13.8,Home,Evening,Practice Problems,3.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00019135,NGA_STU_00070227,4.5,Home,Morning,,5.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00018248,NGA_STU_00070112,9.5,Classroom,Morning,Note-taking,3.0,1.0,True,Term 1,2023/2024,
NGA_HAB_00027183,NGA_STU_00028194,8.6,Library,Afternoon,Video Tutorials,5.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00014902,NGA_STU_00028176,11.6,Study Group,Afternoon,Practice Problems,4.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00071377,NGA_STU_00077322,6.3,Study Group,Morning,Practice Problems,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00079835,NGA_STU_00001023,6.4,Library,Morning,Video Tutorials,3.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00025469,NGA_STU_00026930,10.6,Library,Morning,Reading,3.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00066475,NGA_STU_00056654,4.9,Library,Afternoon,Note-taking,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00047005,NGA_STU_00053214,5.4,Library,Night,Reading,2.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00054246,NGA_STU_00011178,6.4,Home,Morning,Video Tutorials,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00060846,NGA_STU_00093621,11.1,Online,Afternoon,Note-taking,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00069209,NGA_STU_00060567,,Classroom,Afternoon,Reading,4.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00089715,NGA_STU_00050237,10.5,Study Group,Night,Flashcards,5.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00068375,NGA_STU_00036866,6.8,Study Group,Afternoon,Practice Problems,4.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00045497,NGA_STU_00018165,8.7,Library,Afternoon,Reading,4.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00046088,NGA_STU_00049827,5.3,Library,Afternoon,Reading,4.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00059915,NGA_STU_00077790,8.3,Home,Evening,Video Tutorials,2.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00085692,NGA_STU_00000329,7.7,Home,Variable,Note-taking,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00071579,NGA_STU_00070817,8.9,Library,Evening,Group Study,5.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00044196,NGA_STU_00013554,5.0,Library,Variable,Reading,2.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00078244,NGA_STU_00058921,16.3,Home,Afternoon,Group Study,4.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00073097,NGA_STU_00091228,5.3,Classroom,Afternoon,Reading,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00015938,NGA_STU_00063001,10.9,Library,Morning,Group Study,2.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00021286,NGA_STU_00035939,9.8,Home,Night,Note-taking,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00018107,NGA_STU_00048415,7.8,Home,Afternoon,Group Study,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00043697,NGA_STU_00009737,8.4,Home,Afternoon,Note-taking,1.0,,True,Term 2,2023/2024,Nigeria
NGA_HAB_00052325,NGA_STU_00089348,9.6,Classroom,Afternoon,Note-taking,1.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00036168,NGA_STU_00031322,1.5,Home,Variable,Reading,2.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00086937,NGA_STU_00050070,8.4,Library,Night,Group Study,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00008776,NGA_STU_00001620,4.0,Cafe,Variable,Video Tutorials,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00093868,NGA_STU_00003563,7.2,Classroom,Variable,Practice Problems,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00030848,NGA_STU_00081666,5.1,Home,Morning,Note-taking,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00003030,NGA_STU_00093583,5.1,Library,Evening,Practice Problems,1.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00087390,NGA_STU_00033974,6.4,Home,Afternoon,Video Tutorials,3.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00033471,NGA_STU_00087620,18.8,Library,Morning,Note-taking,4.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00035012,NGA_STU_00077684,8.8,Library,Evening,Practice Problems,2.0,5.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00035192,NGA_STU_00054929,9.1,Library,Evening,Reading,2.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00026064,NGA_STU_00085504,7.5,Home,Morning,Note-taking,,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00093530,NGA_STU_00096872,13.3,Library,Evening,Practice Problems,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00010216,NGA_STU_00080720,4.5,Home,Evening,Video Tutorials,,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00043599,NGA_STU_00016365,19.0,Library,Evening,Group Study,3.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00068777,NGA_STU_00051779,4.4,Home,Afternoon,Flashcards,4.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00086132,NGA_STU_00013641,6.0,Study Group,Morning,Group Study,4.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00085872,NGA_STU_00040568,11.4,Home,Night,Reading,2.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00095750,NGA_STU_00011437,8.1,Home,Morning,Reading,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00068929,NGA_STU_00034964,2.8,Home,Evening,Group Study,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00034724,NGA_STU_00043702,10.2,Home,Evening,Practice Problems,5.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00014336,NGA_STU_00042197,7.3,Library,Afternoon,Video Tutorials,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00005038,NGA_STU_00037548,12.2,Home,Evening,Note-taking,2.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00097964,NGA_STU_00056971,4.1,Library,Afternoon,Reading,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00042537,NGA_STU_00084053,1.8,Home,Variable,Practice Problems,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00014001,NGA_STU_00070258,9.7,Library,Afternoon,Group Study,2.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00072772,NGA_STU_00083630,3.9,Cafe,Night,,2.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00036504,NGA_STU_00088604,3.6,Study Group,Afternoon,Note-taking,5.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00070407,NGA_STU_00093346,16.0,Study Group,Morning,Practice Problems,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00063999,NGA_STU_00065997,11.0,Home,Night,Reading,1.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00051876,NGA_STU_00004020,6.3,Study Group,Night,Note-taking,2.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00027058,NGA_STU_00071691,10.5,Classroom,Evening,Reading,1.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00002954,NGA_STU_00021621,9.4,Home,Afternoon,Group Study,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00007705,NGA_STU_00093054,7.3,Library,Evening,Group Study,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00000777,NGA_STU_00075672,8.0,Study Group,Afternoon,Practice Problems,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00065346,NGA_STU_00016733,4.2,Library,Evening,,1.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00081695,NGA_STU_00090189,7.9,Home,Evening,Reading,,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00090313,NGA_STU_00027891,12.3,Classroom,Afternoon,Note-taking,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00074118,NGA_STU_00051523,7.2,,Afternoon,Note-taking,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00005998,NGA_STU_00084117,5.6,Home,Variable,Reading,4.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00042474,NGA_STU_00058054,7.2,Home,Afternoon,Note-taking,2.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00014502,NGA_STU_00089521,11.7,Home,Afternoon,Video Tutorials,3.0,,False,Term 2,2023/2024,Nigeria
NGA_HAB_00065004,NGA_STU_00039932,8.6,Study Group,Morning,Practice Problems,3.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00024804,NGA_STU_00072417,13.3,Library,Night,Video Tutorials,4.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00003047,NGA_STU_00030682,8.5,Library,Morning,Reading,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00069791,NGA_STU_00001095,6.2,Classroom,Evening,Note-taking,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00099464,NGA_STU_00043899,6.2,Home,Night,Group Study,4.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00004272,NGA_STU_00096566,4.8,Home,Evening,Reading,4.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00055226,NGA_STU_00049069,,Library,Afternoon,Reading,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00035147,NGA_STU_00064177,4.0,Home,Afternoon,Group Study,2.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00003656,NGA_STU_00081926,12.9,Study Group,Evening,Video Tutorials,3.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00040714,NGA_STU_00042058,12.0,Home,Evening,Reading,2.0,,False,Term 3,2024/2025,Nigeria
NGA_HAB_00043297,NGA_STU_00077456,6.8,Classroom,Afternoon,Practice Problems,,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00066068,NGA_STU_00071969,8.0,Library,Evening,Note-taking,3.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00031939,NGA_STU_00062996,,,Morning,Video Tutorials,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00022223,NGA_STU_00054714,5.9,Online,Afternoon,Reading,4.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00013422,NGA_STU_00040391,1.9,Home,Evening,Reading,1.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00038077,NGA_STU_00001251,5.4,Home,Afternoon,Flashcards,1.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00046076,NGA_STU_00021930,6.8,Home,Evening,Reading,3.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00052561,NGA_STU_00002646,4.1,Study Group,Afternoon,Video Tutorials,2.0,4.0,True,Term 2,2023/2024,
NGA_HAB_00018713,NGA_STU_00038892,6.9,Home,Night,Reading,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00082150,NGA_STU_00017291,3.1,Library,Morning,Note-taking,5.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00011096,NGA_STU_00052137,5.0,Cafe,Night,Flashcards,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00096939,NGA_STU_00072040,4.9,Library,Afternoon,Reading,2.0,1.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00027261,NGA_STU_00021031,18.0,Library,Evening,Practice Problems,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00035152,NGA_STU_00083183,4.0,Library,Afternoon,Reading,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00082056,NGA_STU_00071312,15.0,Home,Evening,Reading,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00044315,NGA_STU_00023474,11.1,Library,Afternoon,,2.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00051409,NGA_STU_00023206,6.0,Classroom,Variable,Practice Problems,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00062258,NGA_STU_00097333,5.8,Home,Afternoon,Note-taking,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00028030,NGA_STU_00058967,8.7,Home,Night,Reading,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00019083,NGA_STU_00098730,6.4,Home,Afternoon,Practice Problems,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00059110,NGA_STU_00024007,5.7,Study Group,Morning,Group Study,1.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00062669,NGA_STU_00019579,4.9,Library,Evening,Reading,4.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00044364,NGA_STU_00070176,4.6,Study Group,Afternoon,Practice Problems,4.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00016846,NGA_STU_00056614,5.4,Cafe,Evening,Video Tutorials,5.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00053992,NGA_STU_00028646,10.1,Study Group,Evening,Practice Problems,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00079138,NGA_STU_00053218,11.7,Study Group,Night,Note-taking,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00048549,NGA_STU_00084151,5.3,Online,Morning,Reading,4.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00027078,NGA_STU_00043043,9.8,Online,Afternoon,Group Study,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00037486,NGA_STU_00023162,20.0,Home,Afternoon,Reading,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00057718,NGA_STU_00022567,4.6,Classroom,Evening,Note-taking,4.0,5.0,True,Term 1,,Nigeria
NGA_HAB_00044598,NGA_STU_00027865,27.1,Home,Evening,Reading,1.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00093831,NGA_STU_00070237,23.1,Study Group,Afternoon,Group Study,5.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00079821,NGA_STU_00033839,11.0,Home,Afternoon,Note-taking,2.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00026780,NGA_STU_00064353,15.4,,Night,Group Study,4.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00016083,NGA_STU_00089690,3.3,Home,Afternoon,Note-taking,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00065692,NGA_STU_00001845,4.2,Home,Variable,Practice Problems,3.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00068627,NGA_STU_00009947,0.5,Home,Morning,Reading,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00037571,NGA_STU_00037485,9.3,Home,Evening,Video Tutorials,5.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00056660,NGA_STU_00054127,6.3,Library,Variable,Note-taking,1.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00057960,NGA_STU_00004158,2.6,Classroom,Afternoon,Group Study,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00028078,NGA_STU_00063874,5.3,Classroom,Afternoon,Group Study,5.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00003434,NGA_STU_00086497,15.6,Library,Variable,Note-taking,1.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00077068,NGA_STU_00017244,2.1,Library,Afternoon,Video Tutorials,3.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00001122,NGA_STU_00009184,6.1,Home,Morning,Reading,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00053308,NGA_STU_00068097,5.0,Home,Afternoon,Flashcards,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00003904,NGA_STU_00066634,10.0,Library,Evening,Practice Problems,2.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00098680,NGA_STU_00080401,2.6,Home,Variable,Practice Problems,2.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00087914,NGA_STU_00055785,8.9,Study Group,Evening,Practice Problems,3.0,,False,Term 3,2023/2024,
NGA_HAB_00023602,NGA_STU_00056915,5.7,Home,Evening,Practice Problems,4.0,2.0,False,Term 2,2023/2024,Nigeria
